x,y
0.0002807653972024044,0.005379987910772214
0.0026945584213587215,0.023957521498843774
0.009863812942074836,0.05470242240730663
0.024525493241866946,0.09676604392970148
0.049943385710391114,0.14946574854504463
0.09025873325491646,0.21185912664299872
0.15067602051467532,0.28204478244069564
0.23712285829008986,0.3560537611358566
0.3545037267097859,0.4264525378642791
0.5035838614656929,0.4823357422093799
0.6733003383094351,0.5112921167135969
0.7286304823172609,0.5104431293737154
0.7486635372291766,0.5090052887670491
0.7573826454516783,0.5082005067304932
0.7611239488963699,0.5078058833436917
0.7658552858908122,0.5078891102170611
0.7718343393918015,0.5080266031158555
0.778772480053895,0.5082287628737634
0.7875638918598103,0.5084435367241398
0.7976802793451657,0.5086310973907483
0.8063334977618349,0.5087518011433538
0.8124864992703602,0.5088683646129863
0.818100769119618,0.5090960048656981
0.8243499673427369,0.5096744346497922
0.8306925255425752,0.5105921022068722
0.8374883306084198,0.5112427715254917
0.8497841242594925,0.5118246815516052
0.8633837011163,0.5121024621854537
0.8779900530860405,0.5125337790718566
0.8976276643953602,0.5123510607395141
0.9282814324117682,0.5111632171741284
0.9788953432714991,0.5075659090041529
1.0679341898522035,0.49674488850203885
1.2411498336256623,0.4607828894632256
1.4658795427531217,0.37738867726399544
1.6903215398025058,0.24407359961798272
1.9058269912293229,0.05876706197069448
2.1022474655040404,-0.1786026542531832
2.2693213566272874,-0.46624021207002897
2.397000111653945,-0.800504425230149
2.4757371380953335,-1.175940987407091
2.496781867083232,-1.5853532211410175
2.4524719214988946,-2.0199197849984465
2.336511886564918,-2.4693640936049954
2.1442250235629277,-2.922175639924656
1.8727645294452482,-3.365876937571111
1.5212750746775157,-3.787323883298803
1.0910019296622129,-4.173025303076116
0.5853503906682358,-4.5094702384690555
0.009899704527605913,-4.783456628290497
-0.6276263183125964,-4.9824187107512286
-1.3174326315043077,-5.094750882099179
-2.0477720462933253,-5.110123755494871
-2.805110918879002,-5.01978584227372
-3.574339974722408,-4.816843103369141
-4.339026431574295,-4.49650889601202
-5.081701813135686,-4.056318142679111
-5.784178908215421,-3.4963013013601048
-6.4278912434748054,-2.81911536069379
-6.994248514042283,-2.0301306793690177
-7.465002235557634,-1.1374735808727223
-7.82261657025343,-0.15202558870231164
-8.050640314551016,0.9126191560807362
-8.134077260368018,2.0402364765380714
-8.059753498795265,3.2120928964882536
-7.816681853900123,4.407103344800101
-7.396425390601567,5.602025735352782
-6.793463780717636,6.771694852725292
-6.005567904790766,7.8893014901840735
-5.0341888533336006,8.926728519421701
-3.884866008536381,9.85496373901859
-2.567653610689354,10.644619277192746
-1.097551058356224,11.266599383516661
0.5051028099840045,11.69296523561953
2.214353627371781,11.898040348032099
3.9986077885980693,11.859764396135226
5.821038865042254,11.561223665728102
7.640589578848747,10.99216517480176
9.413621906966904,10.150187971947187
11.09605574073062,9.041288053133462
12.645624518159,7.679578036088371
14.023811361929315,6.086259753269092
15.197165016004902,4.288146927886096
16.13793700719859,2.316093163582174
16.824176119506784,0.203587122117999
17.239488862981656,-2.0143694978215967
